,INPUT_DESCRIPTION,MEASUREMENT_TIME,VALUE
441,Battery Charging.,2020-11-20 07:36:53.385,0
442,Battery Discharging.,2020-11-20 07:36:53.385,0
443,Battery MaxCapacity (mWh).,2020-11-20 07:36:53.385,69680
444,Battery estimatedTime (Seconds).,2020-11-20 07:36:53.385,4294967295
445,Battery Current Capacity (mWh),2020-11-20 07:36:53.385,69680
446,Battery Voltage (mv),2020-11-20 07:36:53.385,17299
447,Battery Rate (mW),2020-11-20 07:36:53.385,0
448,Battery Tag,2020-11-20 07:37:53.317,4
449,Battery Designed Capacity (mWh) ,2020-11-20 07:37:53.317,70000
450,Battery Full Charged Capacity (mWh),2020-11-20 07:37:53.317,69680
451,Battery Cycle Count,2020-11-20 07:37:53.317,12
452,Battery Left (%).,2020-11-20 07:37:53.384,100
453,Battery Flag,2020-11-20 07:37:53.384,1
454,Battery Life Time (Seconds).,2020-11-20 07:37:53.384,4294967295
455,Battery Charging.,2020-11-20 07:37:53.384,0
456,Battery Discharging.,2020-11-20 07:37:53.384,0
457,Battery MaxCapacity (mWh).,2020-11-20 07:37:53.384,69680
458,Battery estimatedTime (Seconds).,2020-11-20 07:37:53.384,4294967295
459,Battery Current Capacity (mWh),2020-11-20 07:37:53.384,69680
460,Battery Voltage (mv),2020-11-20 07:37:53.384,17296
461,Battery Rate (mW),2020-11-20 07:37:53.384,0
462,Battery Tag,2020-11-20 07:38:23.317,4
463,Battery Designed Capacity (mWh) ,2020-11-20 07:38:23.317,70000
464,Battery Full Charged Capacity (mWh),2020-11-20 07:38:23.317,69680
465,Battery Cycle Count,2020-11-20 07:38:23.317,12
466,Battery Left (%).,2020-11-20 07:38:23.384,100
467,Battery Flag,2020-11-20 07:38:23.384,1
468,Battery Life Time (Seconds).,2020-11-20 07:38:23.384,4294967295
469,Battery Charging.,2020-11-20 07:38:23.384,0
470,Battery Discharging.,2020-11-20 07:38:23.384,0
471,Battery MaxCapacity (mWh).,2020-11-20 07:38:23.384,69680
472,Battery estimatedTime (Seconds).,2020-11-20 07:38:23.384,4294967295
473,Battery Current Capacity (mWh),2020-11-20 07:38:23.384,69680
474,Battery Voltage (mv),2020-11-20 07:38:23.384,17295
475,Battery Rate (mW),2020-11-20 07:38:23.384,0
476,Battery Tag,2020-11-20 07:38:53.316,4
477,Battery Designed Capacity (mWh) ,2020-11-20 07:38:53.316,70000
478,Battery Full Charged Capacity (mWh),2020-11-20 07:38:53.316,69680
479,Battery Cycle Count,2020-11-20 07:38:53.316,12
480,Battery Left (%).,2020-11-20 07:38:53.383,100
481,Battery Flag,2020-11-20 07:38:53.383,1
482,Battery Life Time (Seconds).,2020-11-20 07:38:53.383,4294967295
483,Battery Charging.,2020-11-20 07:38:53.383,0
484,Battery Discharging.,2020-11-20 07:38:53.383,0
485,Battery MaxCapacity (mWh).,2020-11-20 07:38:53.383,69680
486,Battery estimatedTime (Seconds).,2020-11-20 07:38:53.383,4294967295
487,Battery Current Capacity (mWh),2020-11-20 07:38:53.383,69680
488,Battery Voltage (mv),2020-11-20 07:38:53.383,17295
489,Battery Rate (mW),2020-11-20 07:38:53.383,0
490,Battery Tag,2020-11-20 07:39:23.315,4
491,Battery Designed Capacity (mWh) ,2020-11-20 07:39:23.315,70000
492,Battery Full Charged Capacity (mWh),2020-11-20 07:39:23.315,69680
493,Battery Cycle Count,2020-11-20 07:39:23.315,12
494,Battery Left (%).,2020-11-20 07:39:23.382,100
495,Battery Flag,2020-11-20 07:39:23.382,1
496,Battery Life Time (Seconds).,2020-11-20 07:39:23.382,4294967295
497,Battery Charging.,2020-11-20 07:39:23.382,0
498,Battery Discharging.,2020-11-20 07:39:23.382,0
499,Battery MaxCapacity (mWh).,2020-11-20 07:39:23.382,69680
500,Battery estimatedTime (Seconds).,2020-11-20 07:39:23.382,4294967295
501,Battery Current Capacity (mWh),2020-11-20 07:39:23.382,69680
502,Battery Voltage (mv),2020-11-20 07:39:23.382,17297
503,Battery Rate (mW),2020-11-20 07:39:23.382,0
504,Battery Tag,2020-11-20 07:39:53.314,4
505,Battery Designed Capacity (mWh) ,2020-11-20 07:39:53.314,70000
506,Battery Full Charged Capacity (mWh),2020-11-20 07:39:53.314,69680
507,Battery Cycle Count,2020-11-20 07:39:53.314,12
508,Battery Left (%).,2020-11-20 07:39:53.381,100
509,Battery Flag,2020-11-20 07:39:53.381,1
510,Battery Life Time (Seconds).,2020-11-20 07:39:53.381,4294967295
511,Battery Charging.,2020-11-20 07:39:53.381,0
512,Battery Discharging.,2020-11-20 07:39:53.381,0
513,Battery MaxCapacity (mWh).,2020-11-20 07:39:53.381,69680
514,Battery estimatedTime (Seconds).,2020-11-20 07:39:53.381,4294967295
515,Battery Current Capacity (mWh),2020-11-20 07:39:53.381,69680
516,Battery Voltage (mv),2020-11-20 07:39:53.381,17297
517,Battery Rate (mW),2020-11-20 07:39:53.381,0
518,Battery Tag,2020-11-20 07:40:23.314,4
519,Battery Designed Capacity (mWh) ,2020-11-20 07:40:23.314,70000
520,Battery Full Charged Capacity (mWh),2020-11-20 07:40:23.314,69680
521,Battery Cycle Count,2020-11-20 07:40:23.314,12
522,Battery Left (%).,2020-11-20 07:40:23.382,100
523,Battery Flag,2020-11-20 07:40:23.382,1
524,Battery Life Time (Seconds).,2020-11-20 07:40:23.382,4294967295
525,Battery Charging.,2020-11-20 07:40:23.382,0
526,Battery Discharging.,2020-11-20 07:40:23.382,0
527,Battery MaxCapacity (mWh).,2020-11-20 07:40:23.382,69680
528,Battery estimatedTime (Seconds).,2020-11-20 07:40:23.382,4294967295
529,Battery Current Capacity (mWh),2020-11-20 07:40:23.382,69680
530,Battery Voltage (mv),2020-11-20 07:40:23.382,17293
531,Battery Rate (mW),2020-11-20 07:40:23.382,0
532,Battery Left (%).,2020-11-20 07:40:53.315,100
533,Battery Flag,2020-11-20 07:40:53.315,1
534,Battery Life Time (Seconds).,2020-11-20 07:40:53.315,4294967295
535,Battery Charging.,2020-11-20 07:40:53.315,0
536,Battery Discharging.,2020-11-20 07:40:53.315,1
537,Battery MaxCapacity (mWh).,2020-11-20 07:40:53.315,69680
538,Battery estimatedTime (Seconds).,2020-11-20 07:40:53.315,4294967295
539,Battery Tag,2020-11-20 07:40:53.315,4
540,Battery Designed Capacity (mWh) ,2020-11-20 07:40:53.315,70000
541,Battery Full Charged Capacity (mWh),2020-11-20 07:40:53.315,69680
542,Battery Cycle Count,2020-11-20 07:40:53.315,12
543,Battery Current Capacity (mWh),2020-11-20 07:40:53.315,69680
544,Battery Voltage (mv),2020-11-20 07:40:53.315,17292
545,Battery Rate (mW),2020-11-20 07:40:53.315,-2628
546,Battery Tag,2020-11-20 07:41:23.314,5
547,Battery Designed Capacity (mWh) ,2020-11-20 07:41:23.314,70000
548,Battery Full Charged Capacity (mWh),2020-11-20 07:41:23.314,69720
549,Battery Cycle Count,2020-11-20 07:41:23.314,12
550,Battery Left (%).,2020-11-20 07:41:23.381,100
551,Battery Flag,2020-11-20 07:41:23.381,1
552,Battery Life Time (Seconds).,2020-11-20 07:41:23.381,4294967295
553,Battery Charging.,2020-11-20 07:41:23.381,0
554,Battery Discharging.,2020-11-20 07:41:23.381,1
555,Battery MaxCapacity (mWh).,2020-11-20 07:41:23.381,69720
556,Battery estimatedTime (Seconds).,2020-11-20 07:41:23.381,4294967295
557,Battery Current Capacity (mWh),2020-11-20 07:41:23.381,69630
558,Battery Voltage (mv),2020-11-20 07:41:23.381,17112
559,Battery Rate (mW),2020-11-20 07:41:23.381,-10438
560,Battery Tag,2020-11-20 07:41:53.313,5
561,Battery Designed Capacity (mWh) ,2020-11-20 07:41:53.313,70000
562,Battery Full Charged Capacity (mWh),2020-11-20 07:41:53.313,69720
563,Battery Cycle Count,2020-11-20 07:41:53.313,12
564,Battery Left (%).,2020-11-20 07:41:53.381,100
565,Battery Flag,2020-11-20 07:41:53.381,1
566,Battery Life Time (Seconds).,2020-11-20 07:41:53.381,22099
567,Battery Charging.,2020-11-20 07:41:53.381,0
568,Battery Discharging.,2020-11-20 07:41:53.381,1
569,Battery MaxCapacity (mWh).,2020-11-20 07:41:53.381,69720
570,Battery estimatedTime (Seconds).,2020-11-20 07:41:53.381,22099
571,Battery Current Capacity (mWh),2020-11-20 07:41:53.381,69530
572,Battery Voltage (mv),2020-11-20 07:41:53.381,17095
573,Battery Rate (mW),2020-11-20 07:41:53.381,-12171
574,Battery Tag,2020-11-20 07:42:23.313,5
575,Battery Designed Capacity (mWh) ,2020-11-20 07:42:23.313,70000
576,Battery Full Charged Capacity (mWh),2020-11-20 07:42:23.313,69720
577,Battery Cycle Count,2020-11-20 07:42:23.313,12
578,Battery Left (%).,2020-11-20 07:42:23.382,100
579,Battery Flag,2020-11-20 07:42:23.382,1
580,Battery Life Time (Seconds).,2020-11-20 07:42:23.382,21104
581,Battery Charging.,2020-11-20 07:42:23.382,0
582,Battery Discharging.,2020-11-20 07:42:23.382,1
583,Battery MaxCapacity (mWh).,2020-11-20 07:42:23.382,69720
584,Battery estimatedTime (Seconds).,2020-11-20 07:42:23.382,21104
585,Battery Current Capacity (mWh),2020-11-20 07:42:23.382,69410
586,Battery Voltage (mv),2020-11-20 07:42:23.382,16990
587,Battery Rate (mW),2020-11-20 07:42:23.382,-14305
588,Battery Tag,2020-11-20 07:42:53.312,5
589,Battery Designed Capacity (mWh) ,2020-11-20 07:42:53.312,70000
590,Battery Full Charged Capacity (mWh),2020-11-20 07:42:53.312,69720
591,Battery Cycle Count,2020-11-20 07:42:53.312,12
592,Battery Left (%).,2020-11-20 07:42:53.382,99
593,Battery Flag,2020-11-20 07:42:53.382,1
594,Battery Life Time (Seconds).,2020-11-20 07:42:53.382,16467
595,Battery Charging.,2020-11-20 07:42:53.382,0
596,Battery Discharging.,2020-11-20 07:42:53.382,1
597,Battery MaxCapacity (mWh).,2020-11-20 07:42:53.382,69720
598,Battery estimatedTime (Seconds).,2020-11-20 07:42:53.382,16467
599,Battery Current Capacity (mWh),2020-11-20 07:42:53.382,69300
600,Battery Voltage (mv),2020-11-20 07:42:53.382,17025
601,Battery Rate (mW),2020-11-20 07:42:53.382,-14505
602,Battery Tag,2020-11-20 07:43:53.311,5
603,Battery Designed Capacity (mWh) ,2020-11-20 07:43:53.311,70000
604,Battery Full Charged Capacity (mWh),2020-11-20 07:43:53.311,69720
605,Battery Cycle Count,2020-11-20 07:43:53.311,12
606,Battery Left (%).,2020-11-20 07:43:53.379,99
607,Battery Flag,2020-11-20 07:43:53.379,1
608,Battery Life Time (Seconds).,2020-11-20 07:43:53.379,16467
609,Battery Charging.,2020-11-20 07:43:53.379,0
610,Battery Discharging.,2020-11-20 07:43:53.379,1
611,Battery MaxCapacity (mWh).,2020-11-20 07:43:53.379,69720
612,Battery estimatedTime (Seconds).,2020-11-20 07:43:53.379,16467
613,Battery Current Capacity (mWh),2020-11-20 07:43:53.379,69090
614,Battery Voltage (mv),2020-11-20 07:43:53.379,16961
615,Battery Rate (mW),2020-11-20 07:43:53.379,-13314
616,Battery Tag,2020-11-20 07:44:23.311,5
617,Battery Designed Capacity (mWh) ,2020-11-20 07:44:23.311,70000
618,Battery Full Charged Capacity (mWh),2020-11-20 07:44:23.311,69720
619,Battery Cycle Count,2020-11-20 07:44:23.311,12
620,Battery Left (%).,2020-11-20 07:44:23.379,99
621,Battery Flag,2020-11-20 07:44:23.379,1
622,Battery Life Time (Seconds).,2020-11-20 07:44:23.379,16467
623,Battery Charging.,2020-11-20 07:44:23.379,0
624,Battery Discharging.,2020-11-20 07:44:23.379,1
625,Battery MaxCapacity (mWh).,2020-11-20 07:44:23.379,69720
626,Battery estimatedTime (Seconds).,2020-11-20 07:44:23.379,16467
627,Battery Current Capacity (mWh),2020-11-20 07:44:23.379,68980
628,Battery Voltage (mv),2020-11-20 07:44:23.379,17028
629,Battery Rate (mW),2020-11-20 07:44:23.379,-12651
630,Battery Tag,2020-11-20 07:45:23.310,5
631,Battery Designed Capacity (mWh) ,2020-11-20 07:45:23.310,70000
632,Battery Full Charged Capacity (mWh),2020-11-20 07:45:23.310,69720
633,Battery Cycle Count,2020-11-20 07:45:23.310,12
634,Battery Left (%).,2020-11-20 07:45:23.378,99
635,Battery Flag,2020-11-20 07:45:23.378,1
636,Battery Life Time (Seconds).,2020-11-20 07:45:23.378,16467
637,Battery Charging.,2020-11-20 07:45:23.378,0
638,Battery Discharging.,2020-11-20 07:45:23.378,1
639,Battery MaxCapacity (mWh).,2020-11-20 07:45:23.378,69720
640,Battery estimatedTime (Seconds).,2020-11-20 07:45:23.378,16467
641,Battery Current Capacity (mWh),2020-11-20 07:45:23.378,68780
642,Battery Voltage (mv),2020-11-20 07:45:23.378,16956
643,Battery Rate (mW),2020-11-20 07:45:23.378,-12784
644,Battery Tag,2020-11-20 07:45:53.310,5
645,Battery Designed Capacity (mWh) ,2020-11-20 07:45:53.310,70000
646,Battery Full Charged Capacity (mWh),2020-11-20 07:45:53.310,69720
647,Battery Cycle Count,2020-11-20 07:45:53.310,12
648,Battery Left (%).,2020-11-20 07:45:53.377,99
649,Battery Flag,2020-11-20 07:45:53.377,1
650,Battery Life Time (Seconds).,2020-11-20 07:45:53.377,16467
651,Battery Charging.,2020-11-20 07:45:53.377,0
652,Battery Discharging.,2020-11-20 07:45:53.377,1
653,Battery MaxCapacity (mWh).,2020-11-20 07:45:53.377,69720
654,Battery estimatedTime (Seconds).,2020-11-20 07:45:53.377,16467
655,Battery Current Capacity (mWh),2020-11-20 07:45:53.377,68680
656,Battery Voltage (mv),2020-11-20 07:45:53.377,16958
657,Battery Rate (mW),2020-11-20 07:45:53.377,-13295
658,Battery Tag,2020-11-20 07:46:23.309,5
659,Battery Designed Capacity (mWh) ,2020-11-20 07:46:23.309,70000
660,Battery Full Charged Capacity (mWh),2020-11-20 07:46:23.309,69720
661,Battery Cycle Count,2020-11-20 07:46:23.309,12
662,Battery Left (%).,2020-11-20 07:46:23.376,98
663,Battery Flag,2020-11-20 07:46:23.376,1
664,Battery Life Time (Seconds).,2020-11-20 07:46:23.376,19092
665,Battery Charging.,2020-11-20 07:46:23.376,0
666,Battery Discharging.,2020-11-20 07:46:23.376,1
667,Battery MaxCapacity (mWh).,2020-11-20 07:46:23.376,69720
668,Battery estimatedTime (Seconds).,2020-11-20 07:46:23.376,19092
669,Battery Current Capacity (mWh),2020-11-20 07:46:23.376,68570
670,Battery Voltage (mv),2020-11-20 07:46:23.376,17011
671,Battery Rate (mW),2020-11-20 07:46:23.376,-12196
672,Battery Tag,2020-11-20 07:46:53.308,5
673,Battery Designed Capacity (mWh) ,2020-11-20 07:46:53.308,70000
674,Battery Full Charged Capacity (mWh),2020-11-20 07:46:53.308,69720
675,Battery Cycle Count,2020-11-20 07:46:53.308,12
676,Battery Left (%).,2020-11-20 07:46:53.375,98
677,Battery Flag,2020-11-20 07:46:53.375,1
678,Battery Life Time (Seconds).,2020-11-20 07:46:53.375,19092
679,Battery Charging.,2020-11-20 07:46:53.375,0
680,Battery Discharging.,2020-11-20 07:46:53.375,1
681,Battery MaxCapacity (mWh).,2020-11-20 07:46:53.375,69720
682,Battery estimatedTime (Seconds).,2020-11-20 07:46:53.375,19092
683,Battery Current Capacity (mWh),2020-11-20 07:46:53.375,68470
684,Battery Voltage (mv),2020-11-20 07:46:53.375,16973
685,Battery Rate (mW),2020-11-20 07:46:53.375,-11881
686,Battery Tag,2020-11-20 07:47:53.307,5
687,Battery Designed Capacity (mWh) ,2020-11-20 07:47:53.307,70000
688,Battery Full Charged Capacity (mWh),2020-11-20 07:47:53.307,69720
689,Battery Cycle Count,2020-11-20 07:47:53.307,12
690,Battery Left (%).,2020-11-20 07:47:53.374,98
691,Battery Flag,2020-11-20 07:47:53.374,1
692,Battery Life Time (Seconds).,2020-11-20 07:47:53.374,19092
693,Battery Charging.,2020-11-20 07:47:53.374,0
694,Battery Discharging.,2020-11-20 07:47:53.374,1
695,Battery MaxCapacity (mWh).,2020-11-20 07:47:53.374,69720
696,Battery estimatedTime (Seconds).,2020-11-20 07:47:53.374,19092
697,Battery Current Capacity (mWh),2020-11-20 07:47:53.374,68230
698,Battery Voltage (mv),2020-11-20 07:47:53.374,16925
699,Battery Rate (mW),2020-11-20 07:47:53.374,-13861
700,Battery Tag,2020-11-20 07:48:23.307,5
701,Battery Designed Capacity (mWh) ,2020-11-20 07:48:23.307,70000
702,Battery Full Charged Capacity (mWh),2020-11-20 07:48:23.307,69720
703,Battery Cycle Count,2020-11-20 07:48:23.307,12
704,Battery Left (%).,2020-11-20 07:48:23.374,98
705,Battery Flag,2020-11-20 07:48:23.374,1
706,Battery Life Time (Seconds).,2020-11-20 07:48:23.374,19092
707,Battery Charging.,2020-11-20 07:48:23.374,0
708,Battery Discharging.,2020-11-20 07:48:23.374,1
709,Battery MaxCapacity (mWh).,2020-11-20 07:48:23.374,69720
710,Battery estimatedTime (Seconds).,2020-11-20 07:48:23.374,19092
711,Battery Current Capacity (mWh),2020-11-20 07:48:23.374,68110
712,Battery Voltage (mv),2020-11-20 07:48:23.374,16897
713,Battery Rate (mW),2020-11-20 07:48:23.374,-15798
714,Battery Tag,2020-11-20 07:48:53.307,5
715,Battery Designed Capacity (mWh) ,2020-11-20 07:48:53.307,70000
716,Battery Full Charged Capacity (mWh),2020-11-20 07:48:53.307,69720
717,Battery Cycle Count,2020-11-20 07:48:53.307,12
718,Battery Left (%).,2020-11-20 07:48:53.374,98
719,Battery Flag,2020-11-20 07:48:53.374,1
720,Battery Life Time (Seconds).,2020-11-20 07:48:53.374,19092
721,Battery Charging.,2020-11-20 07:48:53.374,0
722,Battery Discharging.,2020-11-20 07:48:53.374,1
723,Battery MaxCapacity (mWh).,2020-11-20 07:48:53.374,69720
724,Battery estimatedTime (Seconds).,2020-11-20 07:48:53.374,19092
725,Battery Current Capacity (mWh),2020-11-20 07:48:53.374,67980
726,Battery Voltage (mv),2020-11-20 07:48:53.374,16904
727,Battery Rate (mW),2020-11-20 07:48:53.374,-15872
728,Battery Tag,2020-11-20 07:49:23.306,5
729,Battery Designed Capacity (mWh) ,2020-11-20 07:49:23.306,70000
730,Battery Full Charged Capacity (mWh),2020-11-20 07:49:23.306,69720
731,Battery Cycle Count,2020-11-20 07:49:23.306,12
732,Battery Left (%).,2020-11-20 07:49:23.372,97
733,Battery Flag,2020-11-20 07:49:23.372,1
734,Battery Life Time (Seconds).,2020-11-20 07:49:23.372,17278
735,Battery Charging.,2020-11-20 07:49:23.372,0
736,Battery Discharging.,2020-11-20 07:49:23.372,1
737,Battery MaxCapacity (mWh).,2020-11-20 07:49:23.372,69720
738,Battery estimatedTime (Seconds).,2020-11-20 07:49:23.372,17278
739,Battery Current Capacity (mWh),2020-11-20 07:49:23.372,67860
740,Battery Voltage (mv),2020-11-20 07:49:23.372,16888
741,Battery Rate (mW),2020-11-20 07:49:23.372,-14422
742,Battery Tag,2020-11-20 07:49:53.305,5
743,Battery Designed Capacity (mWh) ,2020-11-20 07:49:53.305,70000
744,Battery Full Charged Capacity (mWh),2020-11-20 07:49:53.305,69720
745,Battery Cycle Count,2020-11-20 07:49:53.305,12
746,Battery Left (%).,2020-11-20 07:49:53.373,97
747,Battery Flag,2020-11-20 07:49:53.373,1
748,Battery Life Time (Seconds).,2020-11-20 07:49:53.373,17278
749,Battery Charging.,2020-11-20 07:49:53.373,0
750,Battery Discharging.,2020-11-20 07:49:53.373,1
751,Battery MaxCapacity (mWh).,2020-11-20 07:49:53.373,69720
752,Battery estimatedTime (Seconds).,2020-11-20 07:49:53.373,17278
753,Battery Current Capacity (mWh),2020-11-20 07:49:53.373,67740
754,Battery Voltage (mv),2020-11-20 07:49:53.373,16883
755,Battery Rate (mW),2020-11-20 07:49:53.373,-14857
756,Battery Tag,2020-11-20 07:50:53.303,5
757,Battery Designed Capacity (mWh) ,2020-11-20 07:50:53.303,70000
758,Battery Full Charged Capacity (mWh),2020-11-20 07:50:53.303,69720
759,Battery Cycle Count,2020-11-20 07:50:53.303,12
760,Battery Left (%).,2020-11-20 07:50:53.371,97
761,Battery Flag,2020-11-20 07:50:53.371,1
762,Battery Life Time (Seconds).,2020-11-20 07:50:53.371,17278
763,Battery Charging.,2020-11-20 07:50:53.371,0
764,Battery Discharging.,2020-11-20 07:50:53.371,1
765,Battery MaxCapacity (mWh).,2020-11-20 07:50:53.371,69720
766,Battery estimatedTime (Seconds).,2020-11-20 07:50:53.371,17278
767,Battery Current Capacity (mWh),2020-11-20 07:50:53.371,67530
768,Battery Voltage (mv),2020-11-20 07:50:53.371,16913
769,Battery Rate (mW),2020-11-20 07:50:53.371,-12278
770,Battery Tag,2020-11-20 07:51:23.302,5
771,Battery Designed Capacity (mWh) ,2020-11-20 07:51:23.302,70000
772,Battery Full Charged Capacity (mWh),2020-11-20 07:51:23.302,69720
773,Battery Cycle Count,2020-11-20 07:51:23.302,12
774,Battery Left (%).,2020-11-20 07:51:23.372,97
775,Battery Flag,2020-11-20 07:51:23.372,1
776,Battery Life Time (Seconds).,2020-11-20 07:51:23.372,17278
777,Battery Charging.,2020-11-20 07:51:23.372,0
778,Battery Discharging.,2020-11-20 07:51:23.372,1
779,Battery MaxCapacity (mWh).,2020-11-20 07:51:23.372,69720
780,Battery estimatedTime (Seconds).,2020-11-20 07:51:23.372,17278
781,Battery Current Capacity (mWh),2020-11-20 07:51:23.372,67430
782,Battery Voltage (mv),2020-11-20 07:51:23.372,16818
783,Battery Rate (mW),2020-11-20 07:51:23.372,-12411
784,Battery Tag,2020-11-20 07:51:53.301,5
785,Battery Designed Capacity (mWh) ,2020-11-20 07:51:53.301,70000
786,Battery Full Charged Capacity (mWh),2020-11-20 07:51:53.301,69720
787,Battery Cycle Count,2020-11-20 07:51:53.301,12
788,Battery Left (%).,2020-11-20 07:51:53.369,97
789,Battery Flag,2020-11-20 07:51:53.369,1
790,Battery Life Time (Seconds).,2020-11-20 07:51:53.369,17278
791,Battery Charging.,2020-11-20 07:51:53.369,0
792,Battery Discharging.,2020-11-20 07:51:53.369,1
793,Battery MaxCapacity (mWh).,2020-11-20 07:51:53.369,69720
794,Battery estimatedTime (Seconds).,2020-11-20 07:51:53.369,17278
795,Battery Current Capacity (mWh),2020-11-20 07:51:53.369,67310
796,Battery Voltage (mv),2020-11-20 07:51:53.369,16844
797,Battery Rate (mW),2020-11-20 07:51:53.369,-14148
798,Battery Tag,2020-11-20 07:52:23.302,5
799,Battery Designed Capacity (mWh) ,2020-11-20 07:52:23.302,70000
800,Battery Full Charged Capacity (mWh),2020-11-20 07:52:23.302,69720
801,Battery Cycle Count,2020-11-20 07:52:23.302,12
802,Battery Left (%).,2020-11-20 07:52:23.368,96
803,Battery Flag,2020-11-20 07:52:23.368,1
804,Battery Life Time (Seconds).,2020-11-20 07:52:23.368,17688
805,Battery Charging.,2020-11-20 07:52:23.368,0
806,Battery Discharging.,2020-11-20 07:52:23.368,1
807,Battery MaxCapacity (mWh).,2020-11-20 07:52:23.368,69720
808,Battery estimatedTime (Seconds).,2020-11-20 07:52:23.368,17688
809,Battery Current Capacity (mWh),2020-11-20 07:52:23.368,67200
810,Battery Voltage (mv),2020-11-20 07:52:23.368,16844
811,Battery Rate (mW),2020-11-20 07:52:23.368,-13222
812,Battery Tag,2020-11-20 07:52:53.301,5
813,Battery Designed Capacity (mWh) ,2020-11-20 07:52:53.301,70000
814,Battery Full Charged Capacity (mWh),2020-11-20 07:52:53.301,69720
815,Battery Cycle Count,2020-11-20 07:52:53.301,12
816,Battery Left (%).,2020-11-20 07:52:53.367,96
817,Battery Flag,2020-11-20 07:52:53.367,1
818,Battery Life Time (Seconds).,2020-11-20 07:52:53.367,17688
819,Battery Charging.,2020-11-20 07:52:53.367,0
820,Battery Discharging.,2020-11-20 07:52:53.367,1
821,Battery MaxCapacity (mWh).,2020-11-20 07:52:53.367,69720
822,Battery estimatedTime (Seconds).,2020-11-20 07:52:53.367,17688
823,Battery Current Capacity (mWh),2020-11-20 07:52:53.367,67090
824,Battery Voltage (mv),2020-11-20 07:52:53.367,16842
825,Battery Rate (mW),2020-11-20 07:52:53.367,-13338
826,Battery Tag,2020-11-20 07:53:23.301,5
827,Battery Designed Capacity (mWh) ,2020-11-20 07:53:23.301,70000
828,Battery Full Charged Capacity (mWh),2020-11-20 07:53:23.301,69720
829,Battery Cycle Count,2020-11-20 07:53:23.301,12
830,Battery Left (%).,2020-11-20 07:53:23.369,96
831,Battery Flag,2020-11-20 07:53:23.369,1
832,Battery Life Time (Seconds).,2020-11-20 07:53:23.369,17688
833,Battery Charging.,2020-11-20 07:53:23.369,0
834,Battery Discharging.,2020-11-20 07:53:23.369,1
835,Battery MaxCapacity (mWh).,2020-11-20 07:53:23.369,69720
836,Battery estimatedTime (Seconds).,2020-11-20 07:53:23.369,17688
837,Battery Current Capacity (mWh),2020-11-20 07:53:23.369,66990
838,Battery Voltage (mv),2020-11-20 07:53:23.369,16871
839,Battery Rate (mW),2020-11-20 07:53:23.369,-12282
840,Battery Tag,2020-11-20 07:53:53.301,5
841,Battery Designed Capacity (mWh) ,2020-11-20 07:53:53.301,70000
842,Battery Full Charged Capacity (mWh),2020-11-20 07:53:53.301,69720
843,Battery Cycle Count,2020-11-20 07:53:53.301,12
844,Battery Left (%).,2020-11-20 07:53:53.368,96
845,Battery Flag,2020-11-20 07:53:53.368,1
846,Battery Life Time (Seconds).,2020-11-20 07:53:53.368,17688
847,Battery Charging.,2020-11-20 07:53:53.368,0
848,Battery Discharging.,2020-11-20 07:53:53.368,1
849,Battery MaxCapacity (mWh).,2020-11-20 07:53:53.368,69720
850,Battery estimatedTime (Seconds).,2020-11-20 07:53:53.368,17688
851,Battery Current Capacity (mWh),2020-11-20 07:53:53.368,66890
852,Battery Voltage (mv),2020-11-20 07:53:53.368,16845
853,Battery Rate (mW),2020-11-20 07:53:53.368,-12229
854,Battery Tag,2020-11-20 07:54:23.301,5
855,Battery Designed Capacity (mWh) ,2020-11-20 07:54:23.301,70000
856,Battery Full Charged Capacity (mWh),2020-11-20 07:54:23.301,69720
857,Battery Cycle Count,2020-11-20 07:54:23.301,12
858,Battery Left (%).,2020-11-20 07:54:23.367,96
859,Battery Flag,2020-11-20 07:54:23.367,1
860,Battery Life Time (Seconds).,2020-11-20 07:54:23.367,17688
861,Battery Charging.,2020-11-20 07:54:23.367,0
862,Battery Discharging.,2020-11-20 07:54:23.367,1
863,Battery MaxCapacity (mWh).,2020-11-20 07:54:23.367,69720
864,Battery estimatedTime (Seconds).,2020-11-20 07:54:23.367,17688
865,Battery Current Capacity (mWh),2020-11-20 07:54:23.367,66800
866,Battery Voltage (mv),2020-11-20 07:54:23.367,16840
867,Battery Rate (mW),2020-11-20 07:54:23.367,-11636
868,Battery Tag,2020-11-20 07:54:53.301,5
869,Battery Designed Capacity (mWh) ,2020-11-20 07:54:53.301,70000
870,Battery Full Charged Capacity (mWh),2020-11-20 07:54:53.301,69720
871,Battery Cycle Count,2020-11-20 07:54:53.301,12
872,Battery Left (%).,2020-11-20 07:54:53.367,96
873,Battery Flag,2020-11-20 07:54:53.367,1
874,Battery Life Time (Seconds).,2020-11-20 07:54:53.367,17688
875,Battery Charging.,2020-11-20 07:54:53.367,0
876,Battery Discharging.,2020-11-20 07:54:53.367,1
877,Battery MaxCapacity (mWh).,2020-11-20 07:54:53.367,69720
878,Battery estimatedTime (Seconds).,2020-11-20 07:54:53.367,17688
879,Battery Current Capacity (mWh),2020-11-20 07:54:53.367,66700
880,Battery Voltage (mv),2020-11-20 07:54:53.367,16869
881,Battery Rate (mW),2020-11-20 07:54:53.367,-12027
882,Battery Tag,2020-11-20 07:55:23.301,5
883,Battery Designed Capacity (mWh) ,2020-11-20 07:55:23.301,70000
